EEC_MEASURE;SEX;AGE;EMPFORM;EMPSTA;PCS;EDUC;IMMI;WKTIME;ACTIVITY;UNDEREMP;UNEMPDUR;COMPOHALO;ANCSORFI2;UNIT_MULT;OBS_STATUS;CONF_STATUS;FREQ;DECIMALS;TIME_PERIOD;OBS_VALUE
EMP;_T;Y_GE15;_T;1;3_NP;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;13.1
EMP;_T;Y35T39;_T;1;63;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;179.1
EMP;_T;Y_GE15;_T;1;37;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;1936
EMP;_T;Y60T64;_T;1;40;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;311.4
EMP;_T;Y55T59;_T;1;47;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;127.3
EMP;_T;Y35T39;_T;1;62;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;133.1
EMP;_T;Y15T24;_T;1;47;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;162.1
PT_UNEMPDUR_VLT_IN_UNEMP_BY_AGE;_T;Y25T29;_T;2;_T;_T;_T;_T;_T;_T;VLT;_T;_T;-2;A;F;A;;2023;6.7
EMP;_T;Y25T29;_T;1;38;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;237.5
EMP;F;Y60T64;_T;1;_X;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;1.8
EMP;F;Y50T64;_T;1;52;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;725.1
EMP;F;Y45T49;_T;1;56;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;169.9
EMP;_T;Y15T24;_T;1;10;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;8.4
EMP;F;Y45T49;_T;1;4_NP;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;0
EMP;F;Y30T34;_T;1;67;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;22.4
EMP;F;Y55T59;_T;1;_X;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;4.9
EMP;_T;Y20T24;_T;1;21;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;20.3
EMP;F;Y50T54;_T;1;55;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;73.3
EMP;F;Y35T39;_T;1;4_NP;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;1.1
EMP;_T;Y20T24;_T;1;22;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;15
PT_AGE_IN_EMP_BY_PCS;_T;Y55T59;_T;1;55;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;8.3
PT_AGE_IN_EMP_BY_PCS;_T;Y_GE15;_T;1;20;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;100
PT_AGE_IN_EMP_BY_PCS;_T;Y25T29;_T;1;46;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;13.6
PT_AGE_IN_EMP_BY_PCS;_T;Y_GE15;_T;1;42;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;100
PT_AGE_IN_EMP_BY_PCS;_T;Y40T44;_T;1;43;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;13.3
PT_AGE_IN_EMP_BY_PCS;_T;Y45T49;_T;1;3_NP;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;25
PT_AGE_IN_EMP_BY_PCS;_T;Y20T24;_T;1;2_NP;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;16
PT_AGE_IN_EMP_BY_PCS;_T;Y20T24;_T;1;10;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;1.8
PT_AGE_IN_EMP_BY_PCS;_T;Y40T44;_T;1;5_NP;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;6.2
PT_AGE_IN_EMP_BY_PCS;_T;Y30T34;_T;1;23;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;8.1
EMP;M;Y45T49;_T;1;6_NP;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;1.4
EMP;M;Y50T54;_T;1;56;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;31.2
EMP;M;Y35T39;_T;1;55;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;32.6
EMP;F;Y50T64;_T;1;34;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;181.7
EMP;F;Y50T54;_T;1;40;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;497.4
EMP;M;Y55T59;_T;1;65;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;48.7
EMP;M;Y25T49;_T;1;65;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;216.5
EMP;F;Y25T29;_T;1;44;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;0
EMP;F;Y25T49;_T;1;23;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;23.1
EMP;F;Y_GE15;_T;1;31;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;301.3
EMP;F;Y40T44;_T;1;21;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;33.2
PT_AGE_IN_EMP_BY_PCS;F;Y55T59;_T;1;33;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;6.7
PT_AGE_IN_EMP_BY_PCS;F;Y25T29;_T;1;44;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;0
PT_AGE_IN_EMP_BY_PCS;F;Y25T49;_T;1;50;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;39.3
PT_AGE_IN_EMP_BY_PCS;F;Y50T54;_T;1;50;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;9.8
PT_AGE_IN_EMP_BY_PCS;F;Y_GE15;_T;1;37;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;51.7
PT_AGE_IN_EMP_BY_PCS;F;Y40T44;_T;1;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;6
PT_AGE_IN_EMP_BY_PCS;F;Y15T24;_T;1;47;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;2.6
PT_AGE_IN_EMP_BY_PCS;F;Y50T54;_T;1;34;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;7.6
PT_AGE_IN_EMP_BY_PCS;F;Y30T34;_T;1;34;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;6.7
PT_AGE_IN_EMP_BY_PCS;F;Y60T64;_T;1;64;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;0.8
UNEMPB;_T;Y25T49;_T;2;_T;_T;_T;_T;_T;_T;LT;_T;_T;3;A;F;A;;2023;290.7
UNEMP;F;Y15T19;_T;2;_T;_T;21;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;12.7
UNEMPRATE;_T;Y60T64;_T;2;_T;_T;22;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;6
UNEMPRATE;_T;Y65T69;_T;2;_T;_T;22;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;3.6
UNEMPRATE;_T;Y40T44;_T;2;_T;_T;10;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;11.4
UNEMP;M;Y50T54;_T;2;_T;_T;10;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;22.1
UNEMP;M;Y65T69;_T;2;_T;_T;21;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;1.6
UNEMPRATE;F;Y15T19;_T;2;_T;_T;21;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;27.4
PT_UNEMPDUR_LT_IN_UNEMP_BY_AGE;F;Y35T39;_T;2;_T;_T;_T;_T;_T;_T;LT;_T;_T;-2;A;F;A;;2023;23.1
PT_UNEMPDUR_LT_IN_UNEMP_BY_AGE;_T;Y50T64;_T;2;_T;_T;_T;_T;_T;_T;LT;_T;_T;-2;A;F;A;;2023;41
UNEMP;_T;Y55T59;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;172.5
UNEMP;F;Y25T49;_T;2;_T;3_X_353;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;141.6
UNEMP;F;Y35T39;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;101.7
UNEMPRATE;F;Y50T64;_T;2;_T;3A;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;5.7
UNEMP;F;Y_GE15;_T;2;64;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;3.9
UNEMP;M;Y_GE15;_T;2;30;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;141.6
UNEMPRATE;M;Y_GE15;_T;2;_T;0T2;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;13.6
UNEMP;M;Y_GE15;_T;2;55;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;54.8
UNEMPRATE;F;Y_GE15;_T;2;34;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;1.9
UNEMPRATE;M;Y_GE65;_T;2;_T;3_X_353;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;6
UNEMP;M;Y45T49;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;91.5
PT_AGE_IN_EMP_BY_PCS;_T;Y50T64;_T;1;62;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;32.8
PT_AGE_IN_EMP_BY_PCS;_T;Y40T44;_T;1;63;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;11.1
PT_AGE_IN_EMP_BY_PCS;_T;Y15T19;_T;1;45;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;0
PT_AGE_IN_EMP_BY_PCS;_T;Y50T54;_T;1;46;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;11.9
PT_AGE_IN_EMP_BY_PCS;_T;Y20T24;_T;1;31;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;1.1
PT_AGE_IN_EMP_BY_PCS;_T;Y20T24;_T;1;62;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;6.9
PT_AGE_IN_EMP_BY_PCS;_T;Y25T49;_T;1;34;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;59.2
PT_AGE_IN_EMP_BY_PCS;_T;Y40T44;_T;1;60;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;11.3
PT_AGE_IN_EMP_BY_PCS;_T;Y40T44;_T;1;22;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;10.2
PT_AGE_IN_EMP_BY_PCS;_T;Y50T64;_T;1;45;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;44.2
EMP;M;Y40T44;_T;1;69;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;9.4
EMP;F;Y_GE15;_T;1;43;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;1377.7
EMP;M;Y25T49;_T;1;69;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;77.1
EMP;F;Y15T24;_T;1;42;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;50.6
EMP;F;Y20T24;_T;1;22;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;5.5
EMP;F;Y_GE65;_T;1;10;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;10.8
EMP;M;Y15T19;_T;1;63;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;58.4
EMP;M;Y50T54;_T;1;_X;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;13.8
EMP;F;Y15T24;_T;1;21;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;8.7
EMP;M;Y55T59;_T;1;67;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;49.8
EMP;M;Y15T24;_T;1;_X;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;18.1
EMP;M;Y15T24;_T;1;10;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;6.5
PT_AGE_IN_EMP_BY_PCS;_T;Y25T49;_T;1;65;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;59.2
EMP;M;Y15T19;_T;1;38;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;0.3
EMP;M;Y55T59;_T;1;21;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;100.1
EMP;M;Y20T24;_T;1;2_NP;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;0
PT_AGE_IN_EMP_BY_PCS;_T;Y35T39;_T;1;65;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;15.1
EMP;M;Y15T19;_T;1;30;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;1.9
EMP;M;Y30T34;_T;1;33;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;19.3
EMP;M;Y60T64;_T;1;34;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;33.8
EMP;M;Y25T29;_T;1;46;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;126.7
EMP;M;Y_GE65;_T;1;2_NP;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;0
EMP;_T;Y15T24;_T;1;68;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;143.3
EMP;_T;Y60T64;_T;1;64;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;51.6
PT_UNEMPDUR_VLT_IN_UNEMP_BY_AGE;M;Y20T24;_T;2;_T;_T;_T;_T;_T;_T;VLT;_T;_T;-2;A;F;A;;2023;3.5
EMP;_T;Y20T24;_T;1;4_NP;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;0.7
EMP;_T;Y15T19;_T;1;46;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;21.7
EMP;_T;Y40T44;_T;1;54;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;210.5
EMP;_T;Y30T34;_T;1;62;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;122.5
EMP;_T;Y60T64;_T;1;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;1623.4
EMP;_T;Y60T64;_T;1;68;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;44.7
EMP;_T;Y50T54;_T;1;45;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;95.4
EMP;_T;Y15T24;_T;1;53;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;49.2
EMP;F;Y_GE15;_T;1;62;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;206.4
EMP;_T;Y55T59;_T;1;30;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;703.6
EMP;F;Y40T44;_T;1;45;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;38.5
EMP;_T;Y15T24;_T;1;20;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;41.4
EMP;F;Y20T24;_T;1;52;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;92.1
EMP;F;Y50T54;_T;1;53;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;5.3
EMP;F;Y25T29;_T;1;55;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;92.8
EMP;F;Y45T49;_T;1;62;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;30.5
EMP;F;Y25T49;_T;1;52;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;967.7
EMP;F;Y45T49;_T;1;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;1732
EMP;_T;Y_GE15;_T;1;34;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;973.1
PT_AGE_IN_EMP_BY_PCS;F;Y30T34;_T;1;_X;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;2
PT_AGE_IN_EMP_BY_PCS;F;Y45T49;_T;1;68;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;4.9
PT_AGE_IN_EMP_BY_PCS;F;Y55T59;_T;1;53;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;1.1
PT_AGE_IN_EMP_BY_PCS;F;Y25T49;_T;1;48;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;9.1
PT_AGE_IN_EMP_BY_PCS;F;Y45T49;_T;1;53;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;2.3
PT_AGE_IN_EMP_BY_PCS;F;Y_GE65;_T;1;44;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;0
PT_AGE_IN_EMP_BY_PCS;F;Y45T49;_T;1;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;6.1
PT_AGE_IN_EMP_BY_PCS;F;Y35T39;_T;1;65;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;2.8
PT_AGE_IN_EMP_BY_PCS;F;Y15T24;_T;1;43;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;7.9
PT_AGE_IN_EMP_BY_PCS;F;Y25T29;_T;1;35;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;4.7
UNEMPRATE;F;Y35T39;_T;2;_T;_T;21;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;8
UNEMPB;F;Y60T64;_T;2;_T;_T;_T;_T;_T;_T;LT;_T;_T;3;A;F;A;;2023;26.4
UNEMPB;F;Y50T64;_T;2;_T;_T;_T;_T;_T;_T;VLT;_T;_T;3;A;F;A;;2023;53.9
UNEMP;F;Y70T74;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;0.4
UNEMPRATE;_T;Y45T49;_T;2;_T;_T;10;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;10.2
UNEMP;_T;Y20T24;_T;2;_T;_T;10;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;29.8
UNEMPRATE;_T;Y70T74;_T;2;_T;_T;22;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;1.2
UNEMPRATE;M;Y60T64;_T;2;_T;_T;22;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;6.6
UNEMPRATE;M;Y40T44;_T;2;_T;_T;21;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;6.4
PT_UNEMPDUR_VLT_IN_UNEMP_BY_AGE;_T;Y60T64;_T;2;_T;_T;_T;_T;_T;_T;VLT;_T;_T;-2;A;F;A;;2023;28.4
UNEMPRATE;M;Y65T74;_T;2;_T;_T;22;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;3.4
UNEMP;_T;Y65T74;_T;2;_T;_T;22;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;13.1
UNEMP;_T;Y_GE15;_T;2;60;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;623.3
UNEMP;_T;Y_GE15;_T;2;43;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;68.6
UNEMP;M;Y_GE15;_T;2;68;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;68.9
UNEMP;_T;Y25T49;_T;2;_T;3A;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;237.2
UNEMPRATE;F;Y_GE15;_T;2;2_NP;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;22.1
UNEMPRATE;M;Y_GE15;_T;2;48;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;3.6
UNEMPRATE;_T;Y_GE15;_T;2;69;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;15.7
UNEMP;M;Y50T64;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;238.2
UNEMPRATE;M;Y40T44;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;5.7
UNEMPRATE;_T;Y_GE65;_T;2;_T;6T8;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;3.4
PT_AGE_IN_EMP_BY_PCS;_T;Y50T54;_T;1;38;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;12
PT_AGE_IN_EMP_BY_PCS;_T;Y35T39;_T;1;46;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;12.8
PT_AGE_IN_EMP_BY_PCS;_T;Y55T59;_T;1;4_NP;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;11.5
PT_AGE_IN_EMP_BY_PCS;_T;Y60T64;_T;1;21;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;7.3
PT_AGE_IN_EMP_BY_PCS;_T;Y50T54;_T;1;37;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;14.3
PT_AGE_IN_EMP_BY_PCS;_T;Y30T34;_T;1;22;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;11
PT_AGE_IN_EMP_BY_PCS;_T;Y_GE65;_T;1;52;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;1.1
PT_AGE_IN_EMP_BY_PCS;_T;Y15T19;_T;1;48;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;0.5
PT_AGE_IN_EMP_BY_PCS;_T;Y60T64;_T;1;48;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;4.2
PT_AGE_IN_EMP_BY_PCS;_T;Y_GE15;_T;1;60;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;100
PT_AGE_IN_EMP_BY_PCS;_T;Y45T49;_T;1;6_NP;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;18.5
EMP;M;Y50T64;_T;1;50;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;426.5
EMP;M;Y15T24;_T;1;48;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;18.4
EMP;M;Y50T54;_T;1;35;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;36.3
PT_AGE_IN_EMP_BY_PCS;_T;Y30T34;_T;1;_X;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;8.4
EMP;M;Y35T39;_T;1;23;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;19.7
EMP;M;Y45T49;_T;1;44;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;0.1
EMP;M;Y15T24;_T;1;30;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;124
EMP;M;Y55T59;_T;1;38;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;157.3
EMP;M;Y25T29;_T;1;31;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;12.3
EMP;M;Y25T49;_T;1;50;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;957.5
PT_AGE_IN_EMP_BY_PCS;F;Y_GE65;_T;1;4_NP;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;0
PT_AGE_IN_EMP_BY_PCS;F;Y15T19;_T;1;43;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;1.1
PT_AGE_IN_EMP_BY_PCS;F;Y50T54;_T;1;33;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;7.7
PT_AGE_IN_EMP_BY_PCS;F;Y25T49;_T;1;69;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;18.9
PT_AGE_IN_EMP_BY_PCS;F;Y40T44;_T;1;54;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;11.4
PT_AGE_IN_EMP_BY_PCS;F;Y45T49;_T;1;47;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;2.3
PT_AGE_IN_EMP_BY_PCS;F;Y50T54;_T;1;54;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;9.9
PT_AGE_IN_EMP_BY_PCS;F;Y_GE15;_T;1;64;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;9.4
PT_AGE_IN_EMP_BY_PCS;F;Y15T19;_T;1;63;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;0.7
PT_AGE_IN_EMP_BY_PCS;F;Y30T34;_T;1;4_NP;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;9
EMP;_T;Y50T54;_T;1;4_NP;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;1.3
EMP;_T;Y_GE65;_T;1;4_NP;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;0
EMP;_T;Y40T44;_T;1;53;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;69.8
EMP;_T;Y_GE15;_T;1;67;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;750.8
EMP;_T;Y30T34;_T;1;50;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;720.4
EMP;_T;Y50T54;_T;1;43;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;180.8
EMP;_T;Y25T49;_T;1;62;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;628.5
PT_UNEMPDUR_VLT_IN_UNEMP_BY_AGE;_T;Y35T39;_T;2;_T;_T;_T;_T;_T;_T;VLT;_T;_T;-2;A;F;A;;2023;11.9
EMP;_T;Y_GE15;_T;1;43;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;1776.5
EMP;_T;Y45T49;_T;1;69;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;22.6
EMP;_T;Y40T44;_T;1;64;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;91.4
EMP;M;Y50T64;_T;1;6_NP;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;1.3
EMP;F;Y25T29;_T;1;40;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;447.8
EMP;F;Y35T39;_T;1;21;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;38.4
EMP;F;Y50T64;_T;1;20;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;198.4
EMP;M;Y50T64;_T;1;65;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;123.5
EMP;F;Y55T59;_T;1;21;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;21
